,Site_Id,Date,Hour,HourDescription,Value,AirQualityCategory,DeterminingPollutant,Parameter.ParameterCode,Parameter.ParameterDescription,Parameter.Units,Parameter.UnitsDescription,Parameter.Category,Parameter.SubCategory,Parameter.Frequency
8184,300,2022-10-01,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8185,300,2022-10-01,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8186,33,2022-10-02,1,12 am - 1 am,0.167,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8187,33,2022-10-02,1,12 am - 1 am,1.840158,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8188,33,2022-10-02,1,12 am - 1 am,3.094325,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8189,33,2022-10-02,1,12 am - 1 am,13.841,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8190,39,2022-10-02,1,12 am - 1 am,0.504183,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8191,39,2022-10-02,1,12 am - 1 am,0.258,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8192,39,2022-10-02,1,12 am - 1 am,2.110746,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8193,39,2022-10-02,1,12 am - 1 am,3.501475,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8194,39,2022-10-02,1,12 am - 1 am,16.123,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8195,107,2022-10-02,1,12 am - 1 am,0.256091,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8196,107,2022-10-02,1,12 am - 1 am,0.323,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8197,107,2022-10-02,1,12 am - 1 am,2.046397,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8198,107,2022-10-02,1,12 am - 1 am,3.0388,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8199,107,2022-10-02,1,12 am - 1 am,16.036,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8200,259,2022-10-02,1,12 am - 1 am,-0.059956,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8201,259,2022-10-02,1,12 am - 1 am,0.173,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8202,259,2022-10-02,1,12 am - 1 am,0.558244,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8203,259,2022-10-02,1,12 am - 1 am,3.319809,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8204,259,2022-10-02,1,12 am - 1 am,11.808,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8205,287,2022-10-02,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8206,287,2022-10-02,1,12 am - 1 am,0.294,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8207,287,2022-10-02,1,12 am - 1 am,1.044597,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8208,287,2022-10-02,1,12 am - 1 am,3.161065,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8209,287,2022-10-02,1,12 am - 1 am,17.084,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8210,300,2022-10-02,1,12 am - 1 am,0.343818,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8211,300,2022-10-02,1,12 am - 1 am,0.413,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8212,300,2022-10-02,1,12 am - 1 am,0.928902,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8213,300,2022-10-02,1,12 am - 1 am,3.127067,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8214,300,2022-10-02,1,12 am - 1 am,19.141,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8215,33,2022-10-03,1,12 am - 1 am,0.257,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8216,33,2022-10-03,1,12 am - 1 am,1.827723,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8217,33,2022-10-03,1,12 am - 1 am,3.847325,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8218,33,2022-10-03,1,12 am - 1 am,20.72,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8219,39,2022-10-03,1,12 am - 1 am,0.578544,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8220,39,2022-10-03,1,12 am - 1 am,0.309,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8221,39,2022-10-03,1,12 am - 1 am,1.987412,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8222,39,2022-10-03,1,12 am - 1 am,3.590275,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8223,39,2022-10-03,1,12 am - 1 am,18.521,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8224,107,2022-10-03,1,12 am - 1 am,0.154813,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8225,107,2022-10-03,1,12 am - 1 am,0.323,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8226,107,2022-10-03,1,12 am - 1 am,2.00794,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8227,107,2022-10-03,1,12 am - 1 am,3.9548,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8228,107,2022-10-03,1,12 am - 1 am,18.135,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8229,259,2022-10-03,1,12 am - 1 am,0.015761,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8230,259,2022-10-03,1,12 am - 1 am,0.129,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8231,259,2022-10-03,1,12 am - 1 am,1.484323,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8232,259,2022-10-03,1,12 am - 1 am,3.600129,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8233,259,2022-10-03,1,12 am - 1 am,14.282,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8234,287,2022-10-03,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8235,287,2022-10-03,1,12 am - 1 am,0.209,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8236,287,2022-10-03,1,12 am - 1 am,2.043014,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8237,287,2022-10-03,1,12 am - 1 am,3.527119,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8238,287,2022-10-03,1,12 am - 1 am,22.829,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8239,300,2022-10-03,1,12 am - 1 am,0.271401,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8240,300,2022-10-03,1,12 am - 1 am,0.393,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8241,300,2022-10-03,1,12 am - 1 am,1.521375,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8242,300,2022-10-03,1,12 am - 1 am,3.394473,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8243,300,2022-10-03,1,12 am - 1 am,74.699,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8244,33,2022-10-04,1,12 am - 1 am,0.191,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8245,33,2022-10-04,1,12 am - 1 am,2.245871,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8246,33,2022-10-04,1,12 am - 1 am,3.902925,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8247,33,2022-10-04,1,12 am - 1 am,37.561,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8248,39,2022-10-04,1,12 am - 1 am,0.238674,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8249,39,2022-10-04,1,12 am - 1 am,0.122,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8250,39,2022-10-04,1,12 am - 1 am,2.139221,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8251,39,2022-10-04,1,12 am - 1 am,3.9611,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8252,39,2022-10-04,1,12 am - 1 am,19.958,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8253,107,2022-10-04,1,12 am - 1 am,0.136223,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8254,107,2022-10-04,1,12 am - 1 am,0.288,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8255,107,2022-10-04,1,12 am - 1 am,1.89771,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8256,107,2022-10-04,1,12 am - 1 am,3.2955,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8257,107,2022-10-04,1,12 am - 1 am,28.153,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8258,259,2022-10-04,1,12 am - 1 am,-0.035058,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8259,259,2022-10-04,1,12 am - 1 am,0.185,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8260,259,2022-10-04,1,12 am - 1 am,0.907845,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8261,259,2022-10-04,1,12 am - 1 am,3.797495,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8262,259,2022-10-04,1,12 am - 1 am,22.148,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8263,287,2022-10-04,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8264,287,2022-10-04,1,12 am - 1 am,0.241,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8265,287,2022-10-04,1,12 am - 1 am,1.522811,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8266,287,2022-10-04,1,12 am - 1 am,3.610333,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8267,287,2022-10-04,1,12 am - 1 am,26.503,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8268,300,2022-10-04,1,12 am - 1 am,0.234609,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8269,300,2022-10-04,1,12 am - 1 am,0.149,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8270,300,2022-10-04,1,12 am - 1 am,1.902502,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8271,300,2022-10-04,1,12 am - 1 am,3.791818,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8272,300,2022-10-04,1,12 am - 1 am,29.368,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8273,33,2022-10-05,1,12 am - 1 am,0.227,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8274,33,2022-10-05,1,12 am - 1 am,0.107651,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8275,33,2022-10-05,1,12 am - 1 am,3.770125,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8276,33,2022-10-05,1,12 am - 1 am,25.491,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8277,39,2022-10-05,1,12 am - 1 am,0.26494,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8278,39,2022-10-05,1,12 am - 1 am,0.275,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8279,39,2022-10-05,1,12 am - 1 am,2.101196,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8280,39,2022-10-05,1,12 am - 1 am,3.6094,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8281,39,2022-10-05,1,12 am - 1 am,22.991,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8282,107,2022-10-05,1,12 am - 1 am,0.018556,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8283,107,2022-10-05,1,12 am - 1 am,0.407,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8284,107,2022-10-05,1,12 am - 1 am,2.352571,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8285,107,2022-10-05,1,12 am - 1 am,2.9763,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8286,107,2022-10-05,1,12 am - 1 am,24.835,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8287,259,2022-10-05,1,12 am - 1 am,-0.056728,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8288,259,2022-10-05,1,12 am - 1 am,0.224,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8289,259,2022-10-05,1,12 am - 1 am,0.572633,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8290,259,2022-10-05,1,12 am - 1 am,3.051276,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8291,259,2022-10-05,1,12 am - 1 am,18.473,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8292,287,2022-10-05,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8293,287,2022-10-05,1,12 am - 1 am,0.232,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8294,287,2022-10-05,1,12 am - 1 am,1.996031,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8295,287,2022-10-05,1,12 am - 1 am,2.752679,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8296,287,2022-10-05,1,12 am - 1 am,23.996,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8297,300,2022-10-05,1,12 am - 1 am,0.16422,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8298,300,2022-10-05,1,12 am - 1 am,0.305,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8299,300,2022-10-05,1,12 am - 1 am,0.186306,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8300,300,2022-10-05,1,12 am - 1 am,3.44632,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8301,300,2022-10-05,1,12 am - 1 am,25.584,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8302,33,2022-10-06,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8303,33,2022-10-06,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8304,33,2022-10-06,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8305,33,2022-10-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8306,39,2022-10-06,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8307,39,2022-10-06,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8308,39,2022-10-06,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8309,39,2022-10-06,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8310,39,2022-10-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8311,107,2022-10-06,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8312,107,2022-10-06,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8313,107,2022-10-06,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8314,107,2022-10-06,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8315,107,2022-10-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8316,259,2022-10-06,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8317,259,2022-10-06,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8318,259,2022-10-06,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8319,259,2022-10-06,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8320,259,2022-10-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8321,287,2022-10-06,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8322,287,2022-10-06,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8323,287,2022-10-06,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8324,287,2022-10-06,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8325,287,2022-10-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8326,300,2022-10-06,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8327,300,2022-10-06,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8328,300,2022-10-06,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8329,300,2022-10-06,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8330,300,2022-10-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8331,33,2022-10-07,1,12 am - 1 am,0.2,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8332,33,2022-10-07,1,12 am - 1 am,1.524355,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8333,33,2022-10-07,1,12 am - 1 am,2.6394,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8334,33,2022-10-07,1,12 am - 1 am,25.508,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8335,39,2022-10-07,1,12 am - 1 am,0.28255,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8336,39,2022-10-07,1,12 am - 1 am,0.258,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8337,39,2022-10-07,1,12 am - 1 am,1.466236,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8338,39,2022-10-07,1,12 am - 1 am,2.357325,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8339,39,2022-10-07,1,12 am - 1 am,24.461,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8340,107,2022-10-07,1,12 am - 1 am,0.272417,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8341,107,2022-10-07,1,12 am - 1 am,0.499,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8342,107,2022-10-07,1,12 am - 1 am,1.669988,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8343,107,2022-10-07,1,12 am - 1 am,1.8977,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8344,107,2022-10-07,1,12 am - 1 am,26.359,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8345,259,2022-10-07,1,12 am - 1 am,-0.032502,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8346,259,2022-10-07,1,12 am - 1 am,0.295,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8347,259,2022-10-07,1,12 am - 1 am,1.199096,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8348,259,2022-10-07,1,12 am - 1 am,1.781975,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8349,259,2022-10-07,1,12 am - 1 am,23.5,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8350,287,2022-10-07,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8351,287,2022-10-07,1,12 am - 1 am,0.204,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8352,287,2022-10-07,1,12 am - 1 am,1.286789,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8353,287,2022-10-07,1,12 am - 1 am,2.10451,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8354,287,2022-10-07,1,12 am - 1 am,22.736,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8355,300,2022-10-07,1,12 am - 1 am,0.410178,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8356,300,2022-10-07,1,12 am - 1 am,0.444,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8357,300,2022-10-07,1,12 am - 1 am,1.736742,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8358,300,2022-10-07,1,12 am - 1 am,2.104326,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8359,300,2022-10-07,1,12 am - 1 am,49.932,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8360,33,2022-10-08,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8361,33,2022-10-08,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8362,33,2022-10-08,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8363,33,2022-10-08,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8364,39,2022-10-08,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8365,39,2022-10-08,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8366,39,2022-10-08,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8367,39,2022-10-08,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
